ProductType,term,amount,Secured,coApplicant,CreditScore,Residency,CitizenOrNot,visaSubclass,visaTimeLeftInMonths,age,LoanPurpose,RepaymentFrequency,interest_rate
1,84,12332,0,1,758,1,1,19,6,28,0,0,20.45
0,84,13619,0,0,550,1,1,58,7,35,6,0,17.92
1,72,8756,0,1,796,0,0,88,7,48,0,0,17.72
1,72,9196,1,0,624,0,0,66,3,47,1,2,18.01
1,36,6436,1,1,593,0,1,33,35,22,3,2,21.15
1,12,11942,0,1,571,2,0,100,22,26,4,2,18.59
0,48,6628,1,1,791,1,1,9,1,48,5,1,13.83
0,24,10532,1,0,749,0,0,61,36,35,1,2,15.29
0,72,14369,0,1,314,1,0,34,8,39,4,0,22.96
0,84,9138,0,0,452,1,0,47,17,59,6,0,18.72
0,84,14480,0,0,537,0,1,24,26,59,4,1,17.48
0,36,5442,0,0,466,1,1,80,33,68,1,2,19.94
1,72,9016,1,1,769,2,0,92,10,40,4,1,19.17
0,72,14528,1,1,476,0,1,48,23,59,5,0,16.43
0,36,5192,0,1,735,0,0,65,30,19,2,2,16.68
1,36,5282,1,0,741,2,1,53,18,35,6,0,16.91
0,48,6999,0,0,483,1,1,13,21,62,5,1,13.41
1,48,9666,1,1,485,0,0,24,15,61,1,2,21.79
1,48,13298,0,1,318,2,0,89,24,60,4,0,17.55
0,60,12345,0,0,706,0,1,25,30,32,5,0,11.53
0,48,10913,1,1,626,2,0,13,11,18,0,2,19.18
0,84,5327,1,1,443,0,0,26,11,18,1,2,20.01
1,84,10228,0,0,757,2,1,10,14,65,4,2,14.89
0,72,12024,0,1,409,0,1,48,24,39,1,2,17.76
1,60,9187,1,0,846,1,1,96,24,48,4,1,14.43
1,60,14204,1,0,330,1,0,61,33,49,6,2,20.85
1,48,7764,0,1,675,1,0,22,3,27,6,2,16.07
0,36,10032,1,1,423,2,0,51,28,41,5,1,20.51
0,84,12492,0,1,675,2,1,83,16,43,0,0,18.63
0,12,10264,0,1,615,1,1,6,32,51,2,0,12.8
1,12,8920,0,1,798,2,1,89,34,22,6,1,20.36
0,60,10796,1,1,826,1,1,23,7,22,2,1,17.73
1,12,10469,1,1,408,2,0,23,9,49,2,1,17.43
1,84,5207,1,1,779,1,1,54,35,27,5,0,20.27
1,12,5788,1,0,540,1,0,99,9,44,4,2,20.82
1,84,11233,0,1,754,0,1,84,33,19,3,0,21.22
0,84,8587,1,1,588,0,1,75,29,24,1,1,12.3
0,48,7992,1,1,807,0,1,86,25,43,3,0,14.04
1,60,7802,0,1,523,2,0,70,35,56,0,1,12.74
0,72,5422,0,0,764,1,0,46,23,56,0,1,16.95
0,36,6243,1,0,832,2,1,68,30,56,0,1,12.64
0,48,10992,1,1,695,1,1,1,13,57,0,2,13.4
0,12,11253,1,0,696,2,0,94,35,70,5,1,17.72
0,84,6123,0,1,612,0,0,9,24,40,4,0,18.49
0,84,10718,0,1,637,0,0,35,24,34,2,1,20.07
1,84,8007,0,1,566,2,1,51,20,44,1,0,19.03
1,48,14664,1,1,637,1,1,23,18,54,5,2,19.66
1,72,7609,1,1,538,0,1,99,35,24,0,2,14.5
1,24,6631,1,1,529,1,1,43,19,69,6,1,17.69
1,72,13589,1,1,619,0,1,22,6,41,3,0,16.87
1,60,12671,0,1,399,1,0,44,5,67,2,0,19.24
0,84,6467,1,0,790,0,1,35,7,57,5,1,19.57
0,60,8423,1,0,848,2,1,10,24,59,3,1,17.28
1,72,13758,0,0,313,2,0,34,4,50,3,1,18.26
1,60,10004,1,1,614,1,0,1,22,19,4,2,15.19
0,60,13935,1,1,457,1,1,59,30,18,1,1,19.77
0,60,6283,0,1,441,1,0,15,34,45,1,1,20.88
1,36,9828,0,1,692,0,0,65,8,51,3,0,21.09
1,36,9448,1,1,574,0,1,90,28,52,5,1,19.75
1,72,5198,0,1,728,1,0,46,22,67,4,1,19.35
1,24,9082,0,0,750,2,1,76,23,40,3,0,16.73
0,72,9758,0,1,784,0,1,75,14,56,3,0,18.83
0,24,9917,0,1,575,2,1,1,12,39,4,1,13.35
0,24,10974,0,0,664,1,0,14,29,48,2,0,14.29
1,84,14620,0,0,431,1,1,97,11,31,1,0,20.69
1,84,7170,1,0,549,2,1,74,16,54,4,0,21.13
1,36,10381,1,1,757,2,1,4,15,40,3,0,15.27
1,72,8436,1,1,816,2,0,48,10,48,3,1,13.18
0,60,5620,0,1,363,2,1,91,32,24,5,2,20.85
0,12,7472,1,0,690,2,0,13,19,32,3,1,18.78
1,36,11025,0,1,573,2,0,21,24,32,0,1,20.49
1,36,8566,1,0,792,1,1,46,25,59,6,1,15.6
1,84,11483,0,0,821,0,1,44,20,39,4,2,17.43
0,36,9395,1,1,483,0,0,51,14,66,0,0,18.92
1,24,11705,0,0,710,2,1,12,7,31,4,1,15.13
1,24,5119,1,0,460,2,1,6,31,36,2,2,19.32
0,72,10674,0,1,590,2,0,80,25,61,6,2,16.11
1,60,14172,0,1,652,0,0,3,17,28,0,2,17.53
0,60,14188,0,1,658,0,0,64,27,31,3,1,19.32
1,60,14927,0,1,669,1,0,7,24,25,5,0,17.88
1,84,8885,0,1,390,0,1,26,33,24,5,0,16.5
1,24,9772,0,0,835,2,1,88,26,65,0,2,16.58
1,36,6687,0,0,501,0,0,47,29,70,3,2,14.47
0,72,8805,1,1,729,0,1,64,18,55,2,1,19.25
1,48,14869,1,0,821,0,0,51,2,66,6,0,15.68
0,84,7027,0,0,357,0,1,97,35,52,1,1,15.14
1,12,5419,0,0,674,1,1,21,33,70,1,0,13.27
1,60,8445,1,1,588,2,0,89,13,47,0,2,20.19
1,24,6706,1,0,444,1,1,56,29,40,1,2,20.65
1,84,8590,1,1,480,1,0,87,32,30,1,2,18.05
1,12,5484,1,1,566,1,0,0,8,36,1,2,16.19
1,60,12261,0,0,831,1,0,78,34,68,0,1,15.31
0,84,14560,0,1,314,0,1,82,25,36,0,2,17.65
1,72,11831,0,0,437,1,0,16,23,42,5,1,21.01
0,24,11190,0,0,412,1,1,42,24,30,5,2,14.59
1,84,14208,1,0,335,2,1,81,4,33,2,2,16.02
0,60,14957,1,1,550,0,0,89,13,49,5,1,17.03
0,24,9458,0,1,802,0,0,7,2,57,3,2,13.03
1,84,12886,0,1,488,0,1,94,19,21,3,1,20.67
1,60,12716,0,1,478,1,0,19,22,19,1,0,12.97
0,60,6423,0,1,519,0,0,54,14,41,6,2,22.38
0,48,11324,0,0,642,2,1,21,20,45,6,2,18.95
0,60,6368,1,1,736,1,1,2,3,26,3,2,14.2
0,48,12493,0,0,788,0,1,17,32,37,2,0,13.1
0,24,9155,0,1,722,1,0,97,0,21,2,2,18.0
0,84,13846,1,1,468,0,0,45,10,18,6,0,19.96
0,12,7138,1,0,369,1,1,7,7,40,4,0,22.66
0,24,11860,0,1,461,0,1,19,16,28,0,0,19.93
1,48,13898,1,1,483,2,0,87,24,20,5,0,19.12
0,24,11517,0,0,449,1,0,17,3,43,0,1,19.75
1,48,13750,1,1,695,1,0,4,11,24,5,1,17.22
1,24,5881,1,1,718,2,0,29,13,48,4,1,12.81
1,72,14605,0,0,705,1,1,81,33,67,6,1,13.29
1,24,7289,0,1,850,1,1,56,27,19,2,2,19.1
1,60,11415,1,0,831,1,1,39,25,64,3,2,13.65
0,12,10518,0,0,845,2,0,72,14,61,5,0,11.37
0,84,11755,1,1,410,2,1,25,8,53,6,2,20.21
0,12,6760,0,0,811,0,1,43,29,68,6,0,15.9
1,12,7299,0,0,630,0,1,42,15,57,5,1,18.89
0,24,9311,0,0,837,0,0,83,18,61,4,0,12.85
0,24,7680,0,1,532,0,1,87,27,42,6,1,18.49
1,72,14698,0,0,712,1,1,71,25,68,1,0,14.86
0,48,14044,0,1,534,2,0,58,10,57,3,0,21.5
0,72,5855,1,1,669,1,0,76,8,19,0,0,18.45
1,60,5942,0,1,529,2,1,2,2,57,6,1,15.45
1,72,8415,0,1,529,1,1,13,7,59,6,2,19.89
0,48,12007,0,0,772,2,0,40,24,42,0,0,19.99
1,72,11810,0,0,417,0,0,41,20,40,1,1,14.6
1,36,9434,1,1,770,1,0,56,12,57,4,2,16.93
0,24,10836,1,1,619,0,0,28,8,36,4,1,21.76
1,72,11298,0,0,832,2,1,78,14,39,3,0,12.68
0,72,12592,0,0,405,0,1,56,35,33,3,0,14.13
1,48,12020,1,0,510,0,0,87,36,45,1,0,17.74
0,36,6665,1,1,466,2,0,78,34,24,6,1,20.21
1,36,5754,0,0,431,1,0,17,12,41,4,2,13.44
0,12,7380,0,0,495,2,0,45,20,56,0,2,12.76
0,72,14366,0,0,436,0,0,60,25,69,0,0,15.55
0,48,7086,1,1,379,2,1,48,17,31,1,0,18.36
0,12,7366,0,1,538,1,0,18,3,24,4,2,20.26
1,72,14132,1,0,320,0,0,14,8,67,2,1,15.32
0,72,5673,0,0,335,2,0,93,7,58,4,2,18.26
1,84,11023,1,1,495,2,0,41,3,33,0,0,15.01
1,72,5623,0,1,710,2,0,60,36,69,3,2,15.91
1,84,10012,0,0,773,1,1,31,21,68,1,1,12.43
1,84,10260,1,1,395,0,1,88,35,25,1,0,21.69
1,84,8791,0,1,418,2,1,62,8,27,3,0,18.96
1,60,14141,1,1,503,2,0,75,14,43,3,2,20.72
1,48,13901,1,1,518,1,1,17,25,27,4,1,22.14
1,48,14502,1,1,758,2,1,84,24,22,2,1,13.71
0,48,5863,1,1,604,0,0,17,12,52,2,1,12.63
1,60,7405,0,1,382,0,0,47,3,28,2,1,14.7
1,12,5804,1,1,763,2,1,45,13,64,6,2,16.84
1,48,5067,1,1,322,0,1,74,31,64,1,0,15.91
1,48,12505,1,1,701,2,1,88,33,31,5,2,20.8
0,60,8534,0,0,656,1,1,60,15,41,6,0,16.65
1,84,14670,1,1,496,1,0,35,14,18,3,1,17.69
0,60,13906,1,1,504,0,0,79,17,27,1,1,15.21
1,48,14142,1,0,351,2,0,95,20,60,1,2,20.28
0,48,9368,0,1,350,0,1,76,15,31,1,1,22.28
0,84,13221,0,0,807,1,0,54,33,45,6,2,19.95
1,48,9059,1,1,789,0,0,10,8,21,4,2,12.66
1,36,8370,1,1,564,0,1,13,12,19,1,0,14.75
1,48,7896,1,0,819,2,0,88,12,32,3,2,18.05
1,48,14945,0,1,824,2,0,30,28,41,2,0,16.48
1,48,13180,0,1,431,2,1,25,0,25,0,0,21.42
1,48,14117,1,1,798,2,0,34,18,40,6,2,19.32
0,36,9576,1,1,300,2,0,33,19,23,0,2,18.78
1,60,14821,0,1,557,0,1,85,31,46,3,1,21.22
0,12,8444,0,1,351,2,1,73,17,49,3,0,20.0
1,84,12788,0,0,343,2,0,91,31,45,2,0,17.54
1,12,6317,0,0,744,0,0,82,16,30,2,0,18.63
1,84,14351,0,1,438,2,0,67,21,68,0,0,21.7
0,48,9812,0,0,500,2,0,39,10,65,1,2,21.33
0,60,12939,1,0,462,2,1,3,16,64,3,1,14.32
1,72,10132,1,1,404,2,1,31,13,26,0,2,22.67
1,24,5291,1,1,511,0,1,59,22,21,2,2,13.83
1,12,10873,0,1,536,0,1,47,31,51,4,1,17.91
1,84,13260,0,1,543,2,0,46,7,70,2,2,13.14
1,48,14295,0,1,717,1,1,69,22,65,4,1,16.98
1,12,7909,1,1,799,1,1,83,30,54,6,0,16.09
1,48,14388,0,1,441,2,0,59,0,60,4,1,20.98
0,24,6315,1,1,786,1,1,50,30,29,4,1,11.22
1,72,10457,0,1,610,0,0,30,12,49,0,2,21.89
0,12,11118,1,1,319,2,1,65,31,22,4,0,14.12
1,24,7542,1,1,344,1,1,78,23,62,3,0,22.97
1,72,10167,0,0,549,0,0,20,4,31,3,2,17.95
1,24,6632,0,0,496,2,0,49,9,49,4,2,17.16
0,72,9986,1,1,568,0,0,8,20,67,1,0,13.3
0,24,9618,1,0,557,0,1,21,3,55,1,2,17.99
0,84,8993,1,0,435,1,1,17,25,51,0,0,14.51
0,24,7513,1,1,671,0,1,17,25,26,1,1,17.83
1,60,7513,1,1,807,1,1,64,19,33,5,2,12.33
1,72,7619,0,0,329,0,1,31,23,67,1,1,18.21
0,72,5368,0,1,668,2,1,74,33,54,2,2,17.52
0,24,11564,1,1,750,1,0,81,7,19,5,1,20.63
1,72,7080,1,1,633,2,1,72,31,37,3,0,19.35
1,12,5849,1,1,588,2,0,45,1,18,5,0,19.18
0,60,7884,0,1,809,1,0,48,28,28,2,0,20.35
1,60,12436,0,1,381,0,0,69,14,25,5,2,17.38
1,24,9759,1,0,842,2,0,79,10,58,1,1,20.26
1,36,6770,1,1,363,0,0,73,34,55,4,2,16.83
1,24,7076,0,1,308,0,0,96,24,39,1,1,15.29
